code,description,category,subcategory,code_system
18850,Integumentary system procedure 18850,Surgery,Integumentary System,CPT
18875,Integumentary system procedure 18875,Surgery,Integumentary System,CPT
18900,Integumentary system procedure 18900,Surgery,Integumentary System,CPT
18925,Integumentary system procedure 18925,Surgery,Integumentary System,CPT
18950,Integumentary system procedure 18950,Surgery,Integumentary System,CPT
18975,Integumentary system procedure 18975,Surgery,Integumentary System,CPT
19000,Integumentary system procedure 19000,Surgery,Integumentary System,CPT
1901F,Performance measure 1901F,Category II - Performance Measures,Quality Measurement,CPT
19025,Integumentary system procedure 19025,Surgery,Integumentary System,CPT
19050,Integumentary system procedure 19050,Surgery,Integumentary System,CPT
19075,Integumentary system procedure 19075,Surgery,Integumentary System,CPT
19100,Integumentary system procedure 19100,Surgery,Integumentary System,CPT
19125,Integumentary system procedure 19125,Surgery,Integumentary System,CPT
19150,Integumentary system procedure 19150,Surgery,Integumentary System,CPT
19175,Integumentary system procedure 19175,Surgery,Integumentary System,CPT
19200,Integumentary system procedure 19200,Surgery,Integumentary System,CPT
19225,Integumentary system procedure 19225,Surgery,Integumentary System,CPT
19250,Integumentary system procedure 19250,Surgery,Integumentary System,CPT
19275,Integumentary system procedure 19275,Surgery,Integumentary System,CPT
19300,Integumentary system procedure 19300,Surgery,Integumentary System,CPT
19325,Integumentary system procedure 19325,Surgery,Integumentary System,CPT
19350,Integumentary system procedure 19350,Surgery,Integumentary System,CPT
19375,Integumentary system procedure 19375,Surgery,Integumentary System,CPT
19400,Integumentary system procedure 19400,Surgery,Integumentary System,CPT
19425,Integumentary system procedure 19425,Surgery,Integumentary System,CPT
19450,Integumentary system procedure 19450,Surgery,Integumentary System,CPT
19475,Integumentary system procedure 19475,Surgery,Integumentary System,CPT
19500,Integumentary system procedure 19500,Surgery,Integumentary System,CPT
1951F,Performance measure 1951F,Category II - Performance Measures,Quality Measurement,CPT
19525,Integumentary system procedure 19525,Surgery,Integumentary System,CPT
19550,Integumentary system procedure 19550,Surgery,Integumentary System,CPT
19575,Integumentary system procedure 19575,Surgery,Integumentary System,CPT
19600,Integumentary system procedure 19600,Surgery,Integumentary System,CPT
19625,Integumentary system procedure 19625,Surgery,Integumentary System,CPT
19650,Integumentary system procedure 19650,Surgery,Integumentary System,CPT
19675,Integumentary system procedure 19675,Surgery,Integumentary System,CPT
19700,Integumentary system procedure 19700,Surgery,Integumentary System,CPT
19725,Integumentary system procedure 19725,Surgery,Integumentary System,CPT
19750,Integumentary system procedure 19750,Surgery,Integumentary System,CPT
19775,Integumentary system procedure 19775,Surgery,Integumentary System,CPT
19800,Integumentary system procedure 19800,Surgery,Integumentary System,CPT
19825,Integumentary system procedure 19825,Surgery,Integumentary System,CPT
19850,Integumentary system procedure 19850,Surgery,Integumentary System,CPT
19875,Integumentary system procedure 19875,Surgery,Integumentary System,CPT
19900,Integumentary system procedure 19900,Surgery,Integumentary System,CPT
19925,Integumentary system procedure 19925,Surgery,Integumentary System,CPT
19950,Integumentary system procedure 19950,Surgery,Integumentary System,CPT
19975,Integumentary system procedure 19975,Surgery,Integumentary System,CPT
20000,Musculoskeletal system procedure 20000,Surgery,Musculoskeletal System,CPT
2001F,Performance measure 2001F,Category II - Performance Measures,Quality Measurement,CPT
20025,Musculoskeletal system procedure 20025,Surgery,Musculoskeletal System,CPT
20050,Musculoskeletal system procedure 20050,Surgery,Musculoskeletal System,CPT
20075,Musculoskeletal system procedure 20075,Surgery,Musculoskeletal System,CPT
20100,Musculoskeletal system procedure 20100,Surgery,Musculoskeletal System,CPT
20125,Musculoskeletal system procedure 20125,Surgery,Musculoskeletal System,CPT
20150,Musculoskeletal system procedure 20150,Surgery,Musculoskeletal System,CPT
20175,Musculoskeletal system procedure 20175,Surgery,Musculoskeletal System,CPT
20200,Musculoskeletal system procedure 20200,Surgery,Musculoskeletal System,CPT
20225,Musculoskeletal system procedure 20225,Surgery,Musculoskeletal System,CPT
20250,Musculoskeletal system procedure 20250,Surgery,Musculoskeletal System,CPT
20275,Musculoskeletal system procedure 20275,Surgery,Musculoskeletal System,CPT
20300,Musculoskeletal system procedure 20300,Surgery,Musculoskeletal System,CPT
20325,Musculoskeletal system procedure 20325,Surgery,Musculoskeletal System,CPT
20350,Musculoskeletal system procedure 20350,Surgery,Musculoskeletal System,CPT
20375,Musculoskeletal system procedure 20375,Surgery,Musculoskeletal System,CPT
20400,Musculoskeletal system procedure 20400,Surgery,Musculoskeletal System,CPT
20425,Musculoskeletal system procedure 20425,Surgery,Musculoskeletal System,CPT
20450,Musculoskeletal system procedure 20450,Surgery,Musculoskeletal System,CPT
20475,Musculoskeletal system procedure 20475,Surgery,Musculoskeletal System,CPT
20500,Musculoskeletal system procedure 20500,Surgery,Musculoskeletal System,CPT
2051F,Performance measure 2051F,Category II - Performance Measures,Quality Measurement,CPT
20525,Musculoskeletal system procedure 20525,Surgery,Musculoskeletal System,CPT
20550,Musculoskeletal system procedure 20550,Surgery,Musculoskeletal System,CPT
20575,Musculoskeletal system procedure 20575,Surgery,Musculoskeletal System,CPT
20600,Musculoskeletal system procedure 20600,Surgery,Musculoskeletal System,CPT
20625,Musculoskeletal system procedure 20625,Surgery,Musculoskeletal System,CPT
20650,Musculoskeletal system procedure 20650,Surgery,Musculoskeletal System,CPT
20675,Musculoskeletal system procedure 20675,Surgery,Musculoskeletal System,CPT
20700,Musculoskeletal system procedure 20700,Surgery,Musculoskeletal System,CPT
20725,Musculoskeletal system procedure 20725,Surgery,Musculoskeletal System,CPT
20750,Musculoskeletal system procedure 20750,Surgery,Musculoskeletal System,CPT
20775,Musculoskeletal system procedure 20775,Surgery,Musculoskeletal System,CPT
20800,Musculoskeletal system procedure 20800,Surgery,Musculoskeletal System,CPT
20825,Musculoskeletal system procedure 20825,Surgery,Musculoskeletal System,CPT
20850,Musculoskeletal system procedure 20850,Surgery,Musculoskeletal System,CPT
20875,Musculoskeletal system procedure 20875,Surgery,Musculoskeletal System,CPT
20900,Musculoskeletal system procedure 20900,Surgery,Musculoskeletal System,CPT
20925,Musculoskeletal system procedure 20925,Surgery,Musculoskeletal System,CPT
20950,Musculoskeletal system procedure 20950,Surgery,Musculoskeletal System,CPT
20975,Musculoskeletal system procedure 20975,Surgery,Musculoskeletal System,CPT
21000,Musculoskeletal system procedure 21000,Surgery,Musculoskeletal System,CPT
2101F,Performance measure 2101F,Category II - Performance Measures,Quality Measurement,CPT
21025,Musculoskeletal system procedure 21025,Surgery,Musculoskeletal System,CPT
21050,Musculoskeletal system procedure 21050,Surgery,Musculoskeletal System,CPT
21075,Musculoskeletal system procedure 21075,Surgery,Musculoskeletal System,CPT
21100,Musculoskeletal system procedure 21100,Surgery,Musculoskeletal System,CPT
21125,Musculoskeletal system procedure 21125,Surgery,Musculoskeletal System,CPT
21150,Musculoskeletal system procedure 21150,Surgery,Musculoskeletal System,CPT
21175,Musculoskeletal system procedure 21175,Surgery,Musculoskeletal System,CPT
21200,Musculoskeletal system procedure 21200,Surgery,Musculoskeletal System,CPT
21225,Musculoskeletal system procedure 21225,Surgery,Musculoskeletal System,CPT
21250,Musculoskeletal system procedure 21250,Surgery,Musculoskeletal System,CPT
21275,Musculoskeletal system procedure 21275,Surgery,Musculoskeletal System,CPT
21300,Musculoskeletal system procedure 21300,Surgery,Musculoskeletal System,CPT
21325,Musculoskeletal system procedure 21325,Surgery,Musculoskeletal System,CPT
21350,Musculoskeletal system procedure 21350,Surgery,Musculoskeletal System,CPT
21375,Musculoskeletal system procedure 21375,Surgery,Musculoskeletal System,CPT
21400,Musculoskeletal system procedure 21400,Surgery,Musculoskeletal System,CPT
21425,Musculoskeletal system procedure 21425,Surgery,Musculoskeletal System,CPT
21450,Musculoskeletal system procedure 21450,Surgery,Musculoskeletal System,CPT
21475,Musculoskeletal system procedure 21475,Surgery,Musculoskeletal System,CPT
21500,Musculoskeletal system procedure 21500,Surgery,Musculoskeletal System,CPT
2151F,Performance measure 2151F,Category II - Performance Measures,Quality Measurement,CPT
21525,Musculoskeletal system procedure 21525,Surgery,Musculoskeletal System,CPT
21550,Musculoskeletal system procedure 21550,Surgery,Musculoskeletal System,CPT
21575,Musculoskeletal system procedure 21575,Surgery,Musculoskeletal System,CPT
21600,Musculoskeletal system procedure 21600,Surgery,Musculoskeletal System,CPT
21625,Musculoskeletal system procedure 21625,Surgery,Musculoskeletal System,CPT
21650,Musculoskeletal system procedure 21650,Surgery,Musculoskeletal System,CPT
21675,Musculoskeletal system procedure 21675,Surgery,Musculoskeletal System,CPT
21700,Musculoskeletal system procedure 21700,Surgery,Musculoskeletal System,CPT
21725,Musculoskeletal system procedure 21725,Surgery,Musculoskeletal System,CPT
21750,Musculoskeletal system procedure 21750,Surgery,Musculoskeletal System,CPT
21775,Musculoskeletal system procedure 21775,Surgery,Musculoskeletal System,CPT
21800,Musculoskeletal system procedure 21800,Surgery,Musculoskeletal System,CPT
21825,Musculoskeletal system procedure 21825,Surgery,Musculoskeletal System,CPT
21850,Musculoskeletal system procedure 21850,Surgery,Musculoskeletal System,CPT
21875,Musculoskeletal system procedure 21875,Surgery,Musculoskeletal System,CPT
21900,Musculoskeletal system procedure 21900,Surgery,Musculoskeletal System,CPT
21925,Musculoskeletal system procedure 21925,Surgery,Musculoskeletal System,CPT
21950,Musculoskeletal system procedure 21950,Surgery,Musculoskeletal System,CPT
21975,Musculoskeletal system procedure 21975,Surgery,Musculoskeletal System,CPT
22000,Musculoskeletal system procedure 22000,Surgery,Musculoskeletal System,CPT
2201F,Performance measure 2201F,Category II - Performance Measures,Quality Measurement,CPT
22025,Musculoskeletal system procedure 22025,Surgery,Musculoskeletal System,CPT
22050,Musculoskeletal system procedure 22050,Surgery,Musculoskeletal System,CPT
22075,Musculoskeletal system procedure 22075,Surgery,Musculoskeletal System,CPT
22100,Musculoskeletal system procedure 22100,Surgery,Musculoskeletal System,CPT
22125,Musculoskeletal system procedure 22125,Surgery,Musculoskeletal System,CPT
22150,Musculoskeletal system procedure 22150,Surgery,Musculoskeletal System,CPT
22175,Musculoskeletal system procedure 22175,Surgery,Musculoskeletal System,CPT
22200,Musculoskeletal system procedure 22200,Surgery,Musculoskeletal System,CPT
22225,Musculoskeletal system procedure 22225,Surgery,Musculoskeletal System,CPT
22250,Musculoskeletal system procedure 22250,Surgery,Musculoskeletal System,CPT
22275,Musculoskeletal system procedure 22275,Surgery,Musculoskeletal System,CPT
22300,Musculoskeletal system procedure 22300,Surgery,Musculoskeletal System,CPT
22325,Musculoskeletal system procedure 22325,Surgery,Musculoskeletal System,CPT
22350,Musculoskeletal system procedure 22350,Surgery,Musculoskeletal System,CPT
22375,Musculoskeletal system procedure 22375,Surgery,Musculoskeletal System,CPT
22400,Musculoskeletal system procedure 22400,Surgery,Musculoskeletal System,CPT
22425,Musculoskeletal system procedure 22425,Surgery,Musculoskeletal System,CPT
22450,Musculoskeletal system procedure 22450,Surgery,Musculoskeletal System,CPT
22475,Musculoskeletal system procedure 22475,Surgery,Musculoskeletal System,CPT
22500,Musculoskeletal system procedure 22500,Surgery,Musculoskeletal System,CPT
2251F,Performance measure 2251F,Category II - Performance Measures,Quality Measurement,CPT
22525,Musculoskeletal system procedure 22525,Surgery,Musculoskeletal System,CPT
22550,Musculoskeletal system procedure 22550,Surgery,Musculoskeletal System,CPT
22575,Musculoskeletal system procedure 22575,Surgery,Musculoskeletal System,CPT
22600,Musculoskeletal system procedure 22600,Surgery,Musculoskeletal System,CPT
22625,Musculoskeletal system procedure 22625,Surgery,Musculoskeletal System,CPT
22650,Musculoskeletal system procedure 22650,Surgery,Musculoskeletal System,CPT
22675,Musculoskeletal system procedure 22675,Surgery,Musculoskeletal System,CPT
22700,Musculoskeletal system procedure 22700,Surgery,Musculoskeletal System,CPT
22725,Musculoskeletal system procedure 22725,Surgery,Musculoskeletal System,CPT
22750,Musculoskeletal system procedure 22750,Surgery,Musculoskeletal System,CPT
22775,Musculoskeletal system procedure 22775,Surgery,Musculoskeletal System,CPT
22800,Musculoskeletal system procedure 22800,Surgery,Musculoskeletal System,CPT
22825,Musculoskeletal system procedure 22825,Surgery,Musculoskeletal System,CPT
22850,Musculoskeletal system procedure 22850,Surgery,Musculoskeletal System,CPT
22875,Musculoskeletal system procedure 22875,Surgery,Musculoskeletal System,CPT
22900,Musculoskeletal system procedure 22900,Surgery,Musculoskeletal System,CPT
22925,Musculoskeletal system procedure 22925,Surgery,Musculoskeletal System,CPT
22950,Musculoskeletal system procedure 22950,Surgery,Musculoskeletal System,CPT
22975,Musculoskeletal system procedure 22975,Surgery,Musculoskeletal System,CPT
23000,Musculoskeletal system procedure 23000,Surgery,Musculoskeletal System,CPT
2301F,Performance measure 2301F,Category II - Performance Measures,Quality Measurement,CPT
23025,Musculoskeletal system procedure 23025,Surgery,Musculoskeletal System,CPT
23050,Musculoskeletal system procedure 23050,Surgery,Musculoskeletal System,CPT
23075,Musculoskeletal system procedure 23075,Surgery,Musculoskeletal System,CPT
23100,Musculoskeletal system procedure 23100,Surgery,Musculoskeletal System,CPT
23125,Musculoskeletal system procedure 23125,Surgery,Musculoskeletal System,CPT
23150,Musculoskeletal system procedure 23150,Surgery,Musculoskeletal System,CPT
23175,Musculoskeletal system procedure 23175,Surgery,Musculoskeletal System,CPT
23200,Musculoskeletal system procedure 23200,Surgery,Musculoskeletal System,CPT
23225,Musculoskeletal system procedure 23225,Surgery,Musculoskeletal System,CPT
23250,Musculoskeletal system procedure 23250,Surgery,Musculoskeletal System,CPT
23275,Musculoskeletal system procedure 23275,Surgery,Musculoskeletal System,CPT
23300,Musculoskeletal system procedure 23300,Surgery,Musculoskeletal System,CPT
23325,Musculoskeletal system procedure 23325,Surgery,Musculoskeletal System,CPT
23350,Musculoskeletal system procedure 23350,Surgery,Musculoskeletal System,CPT
23375,Musculoskeletal system procedure 23375,Surgery,Musculoskeletal System,CPT
23400,Musculoskeletal system procedure 23400,Surgery,Musculoskeletal System,CPT
23425,Musculoskeletal system procedure 23425,Surgery,Musculoskeletal System,CPT
23450,Musculoskeletal system procedure 23450,Surgery,Musculoskeletal System,CPT
23475,Musculoskeletal system procedure 23475,Surgery,Musculoskeletal System,CPT
23500,Musculoskeletal system procedure 23500,Surgery,Musculoskeletal System,CPT
2351F,Performance measure 2351F,Category II - Performance Measures,Quality Measurement,CPT
23525,Musculoskeletal system procedure 23525,Surgery,Musculoskeletal System,CPT
23550,Musculoskeletal system procedure 23550,Surgery,Musculoskeletal System,CPT
23575,Musculoskeletal system procedure 23575,Surgery,Musculoskeletal System,CPT
23600,Musculoskeletal system procedure 23600,Surgery,Musculoskeletal System,CPT
23625,Musculoskeletal system procedure 23625,Surgery,Musculoskeletal System,CPT
23650,Musculoskeletal system procedure 23650,Surgery,Musculoskeletal System,CPT
23675,Musculoskeletal system procedure 23675,Surgery,Musculoskeletal System,CPT
23700,Musculoskeletal system procedure 23700,Surgery,Musculoskeletal System,CPT
23725,Musculoskeletal system procedure 23725,Surgery,Musculoskeletal System,CPT
23750,Musculoskeletal system procedure 23750,Surgery,Musculoskeletal System,CPT
23775,Musculoskeletal system procedure 23775,Surgery,Musculoskeletal System,CPT
23800,Musculoskeletal system procedure 23800,Surgery,Musculoskeletal System,CPT
23825,Musculoskeletal system procedure 23825,Surgery,Musculoskeletal System,CPT
23850,Musculoskeletal system procedure 23850,Surgery,Musculoskeletal System,CPT
23875,Musculoskeletal system procedure 23875,Surgery,Musculoskeletal System,CPT
23900,Musculoskeletal system procedure 23900,Surgery,Musculoskeletal System,CPT
23925,Musculoskeletal system procedure 23925,Surgery,Musculoskeletal System,CPT
23950,Musculoskeletal system procedure 23950,Surgery,Musculoskeletal System,CPT
23975,Musculoskeletal system procedure 23975,Surgery,Musculoskeletal System,CPT
24000,Musculoskeletal system procedure 24000,Surgery,Musculoskeletal System,CPT
2401F,Performance measure 2401F,Category II - Performance Measures,Quality Measurement,CPT
24025,Musculoskeletal system procedure 24025,Surgery,Musculoskeletal System,CPT
24050,Musculoskeletal system procedure 24050,Surgery,Musculoskeletal System,CPT
24075,Musculoskeletal system procedure 24075,Surgery,Musculoskeletal System,CPT
24100,Musculoskeletal system procedure 24100,Surgery,Musculoskeletal System,CPT
24125,Musculoskeletal system procedure 24125,Surgery,Musculoskeletal System,CPT
24150,Musculoskeletal system procedure 24150,Surgery,Musculoskeletal System,CPT
24175,Musculoskeletal system procedure 24175,Surgery,Musculoskeletal System,CPT
24200,Musculoskeletal system procedure 24200,Surgery,Musculoskeletal System,CPT
24225,Musculoskeletal system procedure 24225,Surgery,Musculoskeletal System,CPT
24250,Musculoskeletal system procedure 24250,Surgery,Musculoskeletal System,CPT
24275,Musculoskeletal system procedure 24275,Surgery,Musculoskeletal System,CPT
24300,Musculoskeletal system procedure 24300,Surgery,Musculoskeletal System,CPT
24325,Musculoskeletal system procedure 24325,Surgery,Musculoskeletal System,CPT
24350,Musculoskeletal system procedure 24350,Surgery,Musculoskeletal System,CPT
24375,Musculoskeletal system procedure 24375,Surgery,Musculoskeletal System,CPT
24400,Musculoskeletal system procedure 24400,Surgery,Musculoskeletal System,CPT
24425,Musculoskeletal system procedure 24425,Surgery,Musculoskeletal System,CPT
24450,Musculoskeletal system procedure 24450,Surgery,Musculoskeletal System,CPT
24475,Musculoskeletal system procedure 24475,Surgery,Musculoskeletal System,CPT
24500,Musculoskeletal system procedure 24500,Surgery,Musculoskeletal System,CPT
2451F,Performance measure 2451F,Category II - Performance Measures,Quality Measurement,CPT
24525,Musculoskeletal system procedure 24525,Surgery,Musculoskeletal System,CPT
24550,Musculoskeletal system procedure 24550,Surgery,Musculoskeletal System,CPT
24575,Musculoskeletal system procedure 24575,Surgery,Musculoskeletal System,CPT
24600,Musculoskeletal system procedure 24600,Surgery,Musculoskeletal System,CPT
24625,Musculoskeletal system procedure 24625,Surgery,Musculoskeletal System,CPT
24650,Musculoskeletal system procedure 24650,Surgery,Musculoskeletal System,CPT
24675,Musculoskeletal system procedure 24675,Surgery,Musculoskeletal System,CPT
24700,Musculoskeletal system procedure 24700,Surgery,Musculoskeletal System,CPT
24725,Musculoskeletal system procedure 24725,Surgery,Musculoskeletal System,CPT
24750,Musculoskeletal system procedure 24750,Surgery,Musculoskeletal System,CPT
24775,Musculoskeletal system procedure 24775,Surgery,Musculoskeletal System,CPT
24800,Musculoskeletal system procedure 24800,Surgery,Musculoskeletal System,CPT
24825,Musculoskeletal system procedure 24825,Surgery,Musculoskeletal System,CPT
24850,Musculoskeletal system procedure 24850,Surgery,Musculoskeletal System,CPT
24875,Musculoskeletal system procedure 24875,Surgery,Musculoskeletal System,CPT
24900,Musculoskeletal system procedure 24900,Surgery,Musculoskeletal System,CPT
24925,Musculoskeletal system procedure 24925,Surgery,Musculoskeletal System,CPT
24950,Musculoskeletal system procedure 24950,Surgery,Musculoskeletal System,CPT
24975,Musculoskeletal system procedure 24975,Surgery,Musculoskeletal System,CPT
25000,Musculoskeletal system procedure 25000,Surgery,Musculoskeletal System,CPT
2501F,Performance measure 2501F,Category II - Performance Measures,Quality Measurement,CPT
25025,Musculoskeletal system procedure 25025,Surgery,Musculoskeletal System,CPT
25050,Musculoskeletal system procedure 25050,Surgery,Musculoskeletal System,CPT
25075,Musculoskeletal system procedure 25075,Surgery,Musculoskeletal System,CPT
25100,Musculoskeletal system procedure 25100,Surgery,Musculoskeletal System,CPT
25125,Musculoskeletal system procedure 25125,Surgery,Musculoskeletal System,CPT
25150,Musculoskeletal system procedure 25150,Surgery,Musculoskeletal System,CPT
25175,Musculoskeletal system procedure 25175,Surgery,Musculoskeletal System,CPT
25200,Musculoskeletal system procedure 25200,Surgery,Musculoskeletal System,CPT
25225,Musculoskeletal system procedure 25225,Surgery,Musculoskeletal System,CPT
25250,Musculoskeletal system procedure 25250,Surgery,Musculoskeletal System,CPT
25275,Musculoskeletal system procedure 25275,Surgery,Musculoskeletal System,CPT
25300,Musculoskeletal system procedure 25300,Surgery,Musculoskeletal System,CPT
25325,Musculoskeletal system procedure 25325,Surgery,Musculoskeletal System,CPT
25350,Musculoskeletal system procedure 25350,Surgery,Musculoskeletal System,CPT
25375,Musculoskeletal system procedure 25375,Surgery,Musculoskeletal System,CPT
25400,Musculoskeletal system procedure 25400,Surgery,Musculoskeletal System,CPT
25425,Musculoskeletal system procedure 25425,Surgery,Musculoskeletal System,CPT
25450,Musculoskeletal system procedure 25450,Surgery,Musculoskeletal System,CPT
25475,Musculoskeletal system procedure 25475,Surgery,Musculoskeletal System,CPT
25500,Musculoskeletal system procedure 25500,Surgery,Musculoskeletal System,CPT
2551F,Performance measure 2551F,Category II - Performance Measures,Quality Measurement,CPT
25525,Musculoskeletal system procedure 25525,Surgery,Musculoskeletal System,CPT
25550,Musculoskeletal system procedure 25550,Surgery,Musculoskeletal System,CPT
25575,Musculoskeletal system procedure 25575,Surgery,Musculoskeletal System,CPT
25600,Musculoskeletal system procedure 25600,Surgery,Musculoskeletal System,CPT
25625,Musculoskeletal system procedure 25625,Surgery,Musculoskeletal System,CPT
25650,Musculoskeletal system procedure 25650,Surgery,Musculoskeletal System,CPT
25675,Musculoskeletal system procedure 25675,Surgery,Musculoskeletal System,CPT
25700,Musculoskeletal system procedure 25700,Surgery,Musculoskeletal System,CPT
25725,Musculoskeletal system procedure 25725,Surgery,Musculoskeletal System,CPT
25750,Musculoskeletal system procedure 25750,Surgery,Musculoskeletal System,CPT
25775,Musculoskeletal system procedure 25775,Surgery,Musculoskeletal System,CPT
25800,Musculoskeletal system procedure 25800,Surgery,Musculoskeletal System,CPT
25825,Musculoskeletal system procedure 25825,Surgery,Musculoskeletal System,CPT
25850,Musculoskeletal system procedure 25850,Surgery,Musculoskeletal System,CPT
25875,Musculoskeletal system procedure 25875,Surgery,Musculoskeletal System,CPT
25900,Musculoskeletal system procedure 25900,Surgery,Musculoskeletal System,CPT
25925,Musculoskeletal system procedure 25925,Surgery,Musculoskeletal System,CPT
25950,Musculoskeletal system procedure 25950,Surgery,Musculoskeletal System,CPT
25975,Musculoskeletal system procedure 25975,Surgery,Musculoskeletal System,CPT
26000,Musculoskeletal system procedure 26000,Surgery,Musculoskeletal System,CPT
2601F,Performance measure 2601F,Category II - Performance Measures,Quality Measurement,CPT
26025,Musculoskeletal system procedure 26025,Surgery,Musculoskeletal System,CPT
26050,Musculoskeletal system procedure 26050,Surgery,Musculoskeletal System,CPT
26075,Musculoskeletal system procedure 26075,Surgery,Musculoskeletal System,CPT
26100,Musculoskeletal system procedure 26100,Surgery,Musculoskeletal System,CPT
26125,Musculoskeletal system procedure 26125,Surgery,Musculoskeletal System,CPT
26150,Musculoskeletal system procedure 26150,Surgery,Musculoskeletal System,CPT
26175,Musculoskeletal system procedure 26175,Surgery,Musculoskeletal System,CPT
26200,Musculoskeletal system procedure 26200,Surgery,Musculoskeletal System,CPT
26225,Musculoskeletal system procedure 26225,Surgery,Musculoskeletal System,CPT
26250,Musculoskeletal system procedure 26250,Surgery,Musculoskeletal System,CPT
26275,Musculoskeletal system procedure 26275,Surgery,Musculoskeletal System,CPT
26300,Musculoskeletal system procedure 26300,Surgery,Musculoskeletal System,CPT
26325,Musculoskeletal system procedure 26325,Surgery,Musculoskeletal System,CPT
26350,Musculoskeletal system procedure 26350,Surgery,Musculoskeletal System,CPT
26375,Musculoskeletal system procedure 26375,Surgery,Musculoskeletal System,CPT
26400,Musculoskeletal system procedure 26400,Surgery,Musculoskeletal System,CPT
26425,Musculoskeletal system procedure 26425,Surgery,Musculoskeletal System,CPT
26450,Musculoskeletal system procedure 26450,Surgery,Musculoskeletal System,CPT
26475,Musculoskeletal system procedure 26475,Surgery,Musculoskeletal System,CPT
26500,Musculoskeletal system procedure 26500,Surgery,Musculoskeletal System,CPT
2651F,Performance measure 2651F,Category II - Performance Measures,Quality Measurement,CPT
26525,Musculoskeletal system procedure 26525,Surgery,Musculoskeletal System,CPT
26550,Musculoskeletal system procedure 26550,Surgery,Musculoskeletal System,CPT
26575,Musculoskeletal system procedure 26575,Surgery,Musculoskeletal System,CPT
26600,Musculoskeletal system procedure 26600,Surgery,Musculoskeletal System,CPT
26625,Musculoskeletal system procedure 26625,Surgery,Musculoskeletal System,CPT
26650,Musculoskeletal system procedure 26650,Surgery,Musculoskeletal System,CPT
26675,Musculoskeletal system procedure 26675,Surgery,Musculoskeletal System,CPT
26700,Musculoskeletal system procedure 26700,Surgery,Musculoskeletal System,CPT
26725,Musculoskeletal system procedure 26725,Surgery,Musculoskeletal System,CPT
26750,Musculoskeletal system procedure 26750,Surgery,Musculoskeletal System,CPT
26775,Musculoskeletal system procedure 26775,Surgery,Musculoskeletal System,CPT
26800,Musculoskeletal system procedure 26800,Surgery,Musculoskeletal System,CPT
26825,Musculoskeletal system procedure 26825,Surgery,Musculoskeletal System,CPT
26850,Musculoskeletal system procedure 26850,Surgery,Musculoskeletal System,CPT
26875,Musculoskeletal system procedure 26875,Surgery,Musculoskeletal System,CPT
26900,Musculoskeletal system procedure 26900,Surgery,Musculoskeletal System,CPT
26925,Musculoskeletal system procedure 26925,Surgery,Musculoskeletal System,CPT
26950,Musculoskeletal system procedure 26950,Surgery,Musculoskeletal System,CPT
26975,Musculoskeletal system procedure 26975,Surgery,Musculoskeletal System,CPT
27000,Musculoskeletal system procedure 27000,Surgery,Musculoskeletal System,CPT
2701F,Performance measure 2701F,Category II - Performance Measures,Quality Measurement,CPT
27025,Musculoskeletal system procedure 27025,Surgery,Musculoskeletal System,CPT
27050,Musculoskeletal system procedure 27050,Surgery,Musculoskeletal System,CPT
27075,Musculoskeletal system procedure 27075,Surgery,Musculoskeletal System,CPT
27100,Musculoskeletal system procedure 27100,Surgery,Musculoskeletal System,CPT
27125,Musculoskeletal system procedure 27125,Surgery,Musculoskeletal System,CPT
27150,Musculoskeletal system procedure 27150,Surgery,Musculoskeletal System,CPT
27175,Musculoskeletal system procedure 27175,Surgery,Musculoskeletal System,CPT
27200,Musculoskeletal system procedure 27200,Surgery,Musculoskeletal System,CPT
27225,Musculoskeletal system procedure 27225,Surgery,Musculoskeletal System,CPT
27250,Musculoskeletal system procedure 27250,Surgery,Musculoskeletal System,CPT
27275,Musculoskeletal system procedure 27275,Surgery,Musculoskeletal System,CPT
27300,Musculoskeletal system procedure 27300,Surgery,Musculoskeletal System,CPT
27325,Musculoskeletal system procedure 27325,Surgery,Musculoskeletal System,CPT
27350,Musculoskeletal system procedure 27350,Surgery,Musculoskeletal System,CPT
27375,Musculoskeletal system procedure 27375,Surgery,Musculoskeletal System,CPT
27400,Musculoskeletal system procedure 27400,Surgery,Musculoskeletal System,CPT
27425,Musculoskeletal system procedure 27425,Surgery,Musculoskeletal System,CPT
27450,Musculoskeletal system procedure 27450,Surgery,Musculoskeletal System,CPT
27475,Musculoskeletal system procedure 27475,Surgery,Musculoskeletal System,CPT
27500,Musculoskeletal system procedure 27500,Surgery,Musculoskeletal System,CPT
2751F,Performance measure 2751F,Category II - Performance Measures,Quality Measurement,CPT
27525,Musculoskeletal system procedure 27525,Surgery,Musculoskeletal System,CPT
27550,Musculoskeletal system procedure 27550,Surgery,Musculoskeletal System,CPT
27575,Musculoskeletal system procedure 27575,Surgery,Musculoskeletal System,CPT
27600,Musculoskeletal system procedure 27600,Surgery,Musculoskeletal System,CPT
27625,Musculoskeletal system procedure 27625,Surgery,Musculoskeletal System,CPT
27650,Musculoskeletal system procedure 27650,Surgery,Musculoskeletal System,CPT
27675,Musculoskeletal system procedure 27675,Surgery,Musculoskeletal System,CPT
27700,Musculoskeletal system procedure 27700,Surgery,Musculoskeletal System,CPT
27725,Musculoskeletal system procedure 27725,Surgery,Musculoskeletal System,CPT
27750,Musculoskeletal system procedure 27750,Surgery,Musculoskeletal System,CPT
